,A,AAPL,ABBV,ABNB,ABT,ACGL,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AJG,AKAM,ALB,ALGN,ALL,ALLE,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,ANSS,AON,AOS,APA,APD,APH,APTV,ARE,ATO,AVB,AVGO,AVY,AWK,AXON,AXP,AZO,BA,BAC,BALL,BAX,BBY,BDX,BEN,BF.B,BG,BIIB,BK,BKNG,BKR,BLK,BMY,BR,BRK.B,BRO,BSX,BWA,BX,BXP,C,CAG,CAH,CARR,CAT,CB,CBOE,CBRE,CCI,CCL,CDNS,CDW,CE,CEG,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COO,COP,COR,COST,CPB,CPRT,CPT,CRL,CRM,CSCO,CSGP,CSX,CTAS,CTLT,CTRA,CTSH,CTVA,CVS,CVX,CZR,D,DAL,DD,DE,DFS,DG,DGX,DHI,DHR,DIS,DLR,DLTR,DOV,DOW,DPZ,DRI,DTE,DUK,DVA,DVN,DXCM,EA,EBAY,ECL,ED,EFX,EG,EIX,EL,ELV,EMN,EMR,ENPH,EOG,EPAM,EQIX,EQR,EQT,ES,ESS,ETN,ETR,EVRG,EW,EXC,EXPD,EXPE,EXR,F,FANG,FAST,FCX,FDS,FDX,FE,FFIV,FI,FICO,FIS,FITB,FMC,FOXA,FRT,FSLR,FTNT,FTV,GD,GE,GEN,GILD,GIS,GL,GLW,GM,GNRC,GOOGL,GPC,GPN,GRMN,GS,GWW,HAL,HAS,HBAN,HCA,HD,HES,HIG,HII,HLT,HOLX,HON,HPE,HPQ,HRL,HSIC,HST,HSY,HUBB,HUM,HWM,IBM,ICE,IDXX,IEX,IFF,INCY,INTC,INTU,INVH,IP,IPG,IQV,IR,IRM,ISRG,IT,ITW,IVZ,J,JBHT,JCI,JKHY,JNJ,JNPR,JPM,K,KDP,KEY,KEYS,KHC,KIM,KLAC,KMB,KMI,KMX,KO,KR,L,LDOS,LEN,LH,LHX,LIN,LKQ,LLY,LMT,LNT,LOW,LRCX,LULU,LUV,LVS,LW,LYB,LYV,MA,MAA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,META,MGM,MHK,MKC,MKTX,MLM,MMC,MMM,MNST,MO,MOH,MOS,MPC,MPWR,MRK,MRNA,MRO,MS,MSCI,MSFT,MSI,MTB,MTCH,MTD,MU,NCLH,NDAQ,NDSN,NEE,NEM,NFLX,NI,NKE,NOC,NOW,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWSA,NXPI,O,ODFL,OKE,OMC,ON,ORCL,ORLY,OTIS,OXY,PANW,PARA,PAYC,PAYX,PCAR,PCG,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PLD,PM,PNC,PNR,PNW,PODD,POOL,PPG,PPL,PRU,PSA,PSX,PTC,PWR,PYPL,QCOM,QRVO,RCL,REG,REGN,RF,RJF,RL,RMD,ROK,ROL,ROP,ROST,RSG,RTX,RVTY,SBAC,SBUX,SCHW,SHW,SJM,SLB,SNA,SNPS,SO,SPG,SPGI,SRE,STE,STLD,STT,STX,STZ,SWK,SWKS,SYF,SYK,SYY,T,TAP,TDG,TDY,TECH,TEL,TER,TFC,TFX,TGT,TJX,TMO,TMUS,TPR,TRGP,TRMB,TROW,TRV,TSCO,TSLA,TSN,TT,TTWO,TXN,TXT,TYL,UAL,UDR,UHS,ULTA,UNH,UNP,UPS,URI,USB,V,VICI,VLO,VMC,VRSK,VRSN,VRTX,VTR,VTRS,VZ,WAB,WAT,WBA,WBD,WDC,WEC,WELL,WFC,WM,WMB,WMT,WRB,WST,WTW,WY,WYNN,XEL,XOM,XYL,YUM,ZBH,ZBRA,ZTS
A,6.78404291062019e-05,3.234000223429502e-05,2.4941311327387722e-05,1.454922130327472e-05,3.308861809820337e-05,2.4374391939744634e-05,3.414339147063301e-05,4.049072399867606e-05,4.119297436067659e-05,2.4308246602708314e-05,3.0104628708214557e-05,4.7581956717986535e-05,1.7020931984845892e-05,1.528047910769556e-05,3.1528224535006426e-05,2.5830890280749995e-05,3.211362447289679e-05,2.3967065311257666e-05,2.5197384959114624e-05,2.938979732352855e-05,4.638420555342296e-05,5.25928847487558e-05,2.3146084491414385e-05,3.1805805067072175e-05,4.8569000621502885e-05,1.0587360892224847e-05,5.09109253411371e-05,3.3641429780361424e-05,2.6950278361840615e-05,4.4966767606887175e-05,2.6712960901823667e-05,3.459846389278743e-05,2.563739570538581e-05,4.13100818467798e-05,2.5094217756599408e-05,3.18409629509133e-05,4.2902072234356616e-05,3.1379717849946185e-05,3.605091643961047e-05,4.537595800195942e-05,2.7908142591920453e-05,1.7527321626402635e-05,2.2617917999160924e-05,4.208404230934063e-05,3.267651885359039e-05,2.083400857534999e-05,4.163923558766408e-05,3.4109167433425904e-05,1.928949105517557e-05,3.7183758409997746e-05,3.6664907120903566e-05,2.9203454691602317e-05,2.840884969431923e-05,3.4866167786113163e-05,2.616221263445531e-05,3.795009249198701e-05,2.3776997418134966e-05,2.268591882358939e-05,3.446367195748001e-05,3.139277056156445e-05,3.473956093232015e-05,3.0203067804207363e-05,4.021390210668662e-05,2.1271920195410013e-05,2.9264709010346737e-05,2.4997756448335518e-05,2.5271498695101584e-05,3.270796019697689e-05,3.56423304820738e-05,4.3980194434437865e-05,2.7945794399095002e-05,3.830898233131632e-05,1.374720504818509e-05,2.4265683179615875e-05,1.5019947066328296e-05,3.3823333655519e-05,2.2851387850681556e-05,1.695497521723138e-05,3.845525031104828e-05,2.3939830860369054e-05,4.6019286055782076e-05,3.983873340257154e-05,2.132206497236605e-05,3.8925757128198736e-05,7.360429873317281e-06,2.9483225911505867e-05,2.5035532920322035e-05,1.3779630096917593e-05,2.133545072286697e-05,2.541743196926043e-05,2.6555148495711037e-05,2.6722134927839e-05,1.656098779983566e-05,1.1372255611324484e-05,2.3765039392137827e-05,2.1683806315453213e-05,2.569575580033304e-05,3.131481456192386e-05,1.4624622543222465e-05,3.1005386942334326e-05,2.457737214297724e-05,3.772487297824992e-05,3.278477868548856e-05,2.9858316061464497e-05,2.102978555183949e-05,2.1062577064204793e-05,1.0059110676650365e-05,3.063876104178279e-05,2.342345552637065e-05,4.73556125730326e-05,4.322243399967024e-05,2.9116032812512063e-05,3.777290101122486e-05,3.169869724711005e-05,3.231062191330512e-05,2.731900149489552e-05,2.2376139481303088e-05,3.427554739410226e-05,1.0877555385815053e-05,2.193755661673442e-05,2.7050682529519316e-05,5.009444993542692e-05,1.8404937608342903e-05,3.758273820710277e-05,3.6612486522313486e-05,2.9457404321124598e-05,3.827423175638196e-05,2.0470120995042543e-05,2.3713747539597028e-05,3.869958170856404e-05,3.9353263476799854e-05,2.7206537947229314e-05,2.4587086028268907e-05,2.097217836339195e-05,3.521278293900016e-05,2.0538482091638778e-05,2.0512662116383445e-05,2.7000722611836012e-05,1.7244529220567396e-05,1.5277929333558255e-05,2.356861299461455e-05,3.901052148411007e-05,4.017650540641359e-05,2.555366097255818e-05,3.0193584513482518e-05,3.0514277126379722e-05,1.2498599230643446e-05,3.338197605927677e-05,2.146432607116218e-05,1.838495262396583e-05,3.243895866256619e-05,2.836453447634757e-05,3.677368618840642e-05,3.40720414513244e-05,5.5746628331502196e-05,3.033297850919621e-05,4.7493157701069225e-05,2.971878211687618e-05,2.2283063549322177e-05,2.4396866474015206e-05,1.8255222599725986e-05,2.3535234958008494e-05,3.638107736083145e-05,1.7724765355251074e-05,1.8357998275203675e-05,3.50611948810783e-05,2.0495050526958813e-05,2.6738909827590512e-05,3.847264886190561e-05,2.198606956166408e-05,3.339867808568066e-05,3.39342218025852e-05,3.0003064626408175e-05,5.094950414446048e-05,2.9920204283299493e-05,3.2596100740675734e-05,1.787045024066582e-05,3.30451387670858e-05,3.061747191931444e-05,3.898061111025181e-05,3.287549935472573e-05,3.814750453944433e-05,3.4032092837730154e-05,1.604331487675768e-05,2.38300959190159e-05,3.666101777164414e-05,3.965948181935966e-05,1.825120285811435e-05,2.493851341059526e-05,3.089048912450812e-05,2.3669293062728514e-05,2.4273508677036605e-05,1.1770185930278519e-05,2.8879492183464296e-05,3.7402584643736884e-05,3.62233964234986e-05,4.473692745257387e-05,3.2510148450723426e-05,2.694074792006256e-05,3.887460139159182e-05,3.145927330914774e-05,3.545375828790044e-05,2.603441493658616e-05,3.805199545381537e-05,2.764044452518581e-05,3.529634266952473e-05,3.146015131836539e-05,3.027486676116611e-05,3.5381408561031956e-05,2.6165610426125874e-05,2.5319488933696684e-05,2.8941713138058225e-05,3.151012814353542e-05,2.978460902991739e-05,2.8356505935494255e-05,3.260916569722909e-05,1.5098619908553132e-05,2.67918735486275e-05,3.216402436210515e-05,1.551173571379156e-05,2.2883481984581774e-05,2.319526340370242e-05,2.8118200980688158e-05,2.4998596790529318e-05,2.6302833162491838e-05,3.8883433601381234e-05,3.137646516381818e-05,3.05440813526406e-05,3.374028347522759e-05,3.762992198854616e-05,4.174502964214323e-05,2.5007531961691402e-05,3.26376087368987e-05,3.1797714301630195e-05,2.896600099854579e-05,1.7355606451777382e-05,2.5956529859112888e-05,4.092827652355752e-05,3.3289669634534644e-05,3.173008526767789e-05,4.59369061046599e-05,3.072883754466372e-05,2.8594025896833015e-05,3.071372515849894e-05,2.5053794157993926e-05,1.9517325139282288e-05,2.630266599063031e-05,3.2623198778221005e-05,1.1295091850721716e-05,1.3103553607056295e-05,3.998193250086608e-05,3.620110434289621e-05,1.9475454417893294e-05,2.644909751784823e-05,4.668844605194744e-05,1.4737472295964163e-05,2.6270626827535973e-05,3.7666171588420544e-05,1.6206588857952183e-05,1.190042648644879e-05,2.818140585400414e-05,2.7059723854326762e-05,3.904866325141221e-05,3.0049559595129044e-05,2.3706529758594122e-05,2.9115071452414293e-05,3.317542445020957e-05,2.1850235127721617e-05,1.9024245508632195e-05,1.6451806693370752e-05,3.281094281492038e-05,4.8553933272948717e-05,3.559830138042776e-05,3.2258186537192304e-05,3.5616146289276746e-05,1.8853506405728912e-05,3.729118070985829e-05,3.419949288518024e-05,3.5749630378827e-05,2.2476193816788685e-05,3.140143326880669e-05,3.620354548030912e-05,1.8451864788731233e-05,4.764892731496835e-05,2.3386706190883822e-05,3.960521801653213e-05,2.0965674673593933e-05,2.816229418483614e-05,3.674395363422055e-05,3.728357066548881e-05,4.712868079158921e-05,3.8683193600345745e-05,1.8413379607743227e-05,2.8743998936221565e-05,3.1744588251976155e-05,2.5818844064376928e-05,2.7244866944995144e-05,2.8185185111425326e-05,1.5413379894591414e-05,3.172297221830438e-05,3.5236016588007565e-05,3.6539685641673025e-05,5.2623203154856674e-05,2.0713223387667606e-05,2.44556155889035e-05,3.8042156574768206e-05,4.0222605829461646e-05,4.119560054520716e-05,3.4329572832897554e-05,2.7877953561009682e-05,3.207999762210965e-05,1.2545701741567676e-05,5.0136423949647045e-05,4.9076222042956554e-05,4.846703513944156e-05,2.8970809057857658e-05,3.627609022917364e-05,2.014053404297469e-05,1.4538902158245517e-05,3.5513446731910386e-05,1.8766911533209776e-05,3.175078318067811e-05,1.9332318881618448e-05,4.833474098655561e-05,2.9403461766541772e-05,3.275589318243128e-05,3.524530422402667e-05,3.6643364082094484e-05,3.480751067406138e-05,5.119799764651673e-05,2.7617954192250736e-05,1.9545171707625335e-05,4.677272175786119e-05,2.0283038555412405e-05,3.4411442856961145e-05,3.424687158596464e-05,2.520435246125907e-05,5.404590513396097e-05,3.132170465461768e-05,2.1334552613865603e-05,1.309636925448539e-05,3.457269778652432e-05,3.510370972929281e-05,3.0854640623866075e-05,3.5914366246267806e-05,3.0050447769404686e-05,2.9066297533829073e-05,2.1834379049327985e-05,1.729084077514022e-05,1.7152256397987617e-05,2.307734197699944e-05,3.781446344695803e-05,1.6091574350405325e-05,2.0381191866143856e-05,3.9175789637174716e-05,3.816852900209497e-05,3.074806821412836e-05,3.202727065241752e-05,1.9335378925152717e-05,3.408750982552647e-05,3.722356692494698e-05,1.633588926727054e-05,3.9595441378087775e-05,3.2657609816170884e-05,3.303601627426915e-05,1.909639973518416e-05,3.9208692376947586e-05,1.854504451791411e-05,2.802232268946642e-05,3.8351475096843525e-05,3.582425443944491e-05,3.148160973215806e-05,3.660084588831383e-05,4.2010821600074066e-05,4.620922600328122e-05,2.3758458702842466e-05,2.8771885003208148e-05,3.8183840260059486e-05,3.82843940609591e-05,3.3543059444387835e-05,3.269934947448456e-05,3.890844977604273e-05,2.4314727370931357e-05,3.121844427120267e-05,2.797186344580146e-05,2.0014048272944468e-05,2.741909053860282e-05,4.8385107621334104e-05,2.7241596562191003e-05,2.9322128443746014e-05,3.8439350524605383e-05,3.0352261119179078e-05,1.1488099343927547e-05,3.004994853315612e-05,3.057197710163156e-05,3.753873487294386e-05,1.5939127126812245e-05,2.6624733160110613e-05,3.585641062653291e-05,2.073760386069008e-05,3.212941578981262e-05,3.5911293998596575e-05,3.918026964355912e-05,3.693373446100676e-05,2.300214948840549e-05,4.0022786845654446e-05,4.8823396096434606e-05,2.0220579852910336e-05,3.279201918674213e-05,2.389295530453006e-05,1.7248422611625604e-05,2.187047402638362e-05,3.2601978969841995e-05,3.235065766992222e-05,4.317760855994977e-05,3.860463915580883e-05,4.802366423084743e-05,3.5175923621865975e-05,3.338235311559673e-05,2.4924420309538012e-05,2.6624506281836087e-05,4.410380864222068e-05,2.33573634508843e-05,4.096226524211971e-05,3.894909992630813e-05,4.262763014128886e-05,4.024972836803025e-05,2.127326609049412e-05,2.7691101298058872e-05,4.2232031864262095e-05,1.7690117041337744e-05,3.221339285130453e-05,3.055750319099512e-05,3.775396012569334e-05,3.925264403762557e-05,3.340014568164408e-05,3.884135463330982e-05,2.3674505370571177e-05,3.072345259420382e-05,2.887670302709903e-05,2.5726301249659557e-05,2.9004434642777704e-05,2.6720741737296612e-05,4.9317092637808214e-05,3.224808198719649e-05,3.226300030008826e-05,2.25810540669401e-05,3.05184468511631e-05,2.9455196470027193e-05,2.608722983088753e-05,3.313119783153803e-05,3.4907106575029695e-05,2.307697844152563e-05,3.204880965579832e-05,1.3806670895689815e-05,3.310333593558252e-05,4.921736585370466e-05,2.8129169810878454e-05,7.828973309433711e-06,4.507172539405203e-05,1.4821128206201661e-05,2.1600724694363102e-05,3.24427651537924e-05,1.9120187818449314e-05,3.0165145818008144e-05,1.4970630116855321e-05,2.2408171796674935e-05,3.486564303247777e-05,2.4455607795097887e-05,3.705254307710412e-05,4.204221531695939e-05,1.5173651157448144e-05,2.255262009264934e-05,3.657501237377547e-05,2.4609850813500573e-05,2.963808496505981e-05,4.595079404609242e-05,3.682380417990703e-05
AAPL,3.234000223429502e-05,7.602262018938016e-05,1.9311283513659417e-05,1.6501188717733613e-05,2.711678015729777e-05,2.3077255786502652e-05,3.390562050178742e-05,4.76495195459233e-05,4.530705930296703e-05,2.1203404978803747e-05,3.063168890355858e-05,4.847629650414427e-05,1.5996700054487738e-05,1.4360599297691393e-05,2.8172616183726087e-05,2.3558635254375443e-05,3.053660573828241e-05,2.151522965094053e-05,2.4251390398829138e-05,2.8253305808462746e-05,4.269091170312472e-05,5.1345803583320536e-05,2.17532406529356e-05,2.9814402666065648e-05,5.673665657395689e-05,9.002137739033259e-06,6.281619851387262e-05,3.218784967926213e-05,2.3742563174470404e-05,4.36360052825967e-05,2.401084828659617e-05,4.5306614100682215e-05,3.3515083219915503e-05,4.430213979664926e-05,2.3874552875085935e-05,2.8014728033994794e-05,4.183630146087428e-05,2.634522356369778e-05,3.590330969734765e-05,4.350935128242219e-05,2.581056832606856e-05,1.5608652318349023e-05,2.117271011755374e-05,5.344418010779916e-05,2.920255258108434e-05,1.849001398388216e-05,4.100094939112844e-05,3.369439538538446e-05,2.026884541434243e-05,3.9921781103804785e-05,3.3104300706238434e-05,2.5320607084128527e-05,2.161341716545109e-05,3.729689754250341e-05,1.9162251755910644e-05,3.2607655286804665e-05,2.2371337921881876e-05,1.7772184217678508e-05,2.8982416426284082e-05,2.656151276839135e-05,3.43061415418693e-05,3.0959348672229306e-05,3.776598140991617e-05,1.7304977774873263e-05,2.858921454733461e-05,2.5526142349309267e-05,2.5646270325319436e-05,2.849357777664576e-05,3.421567909878176e-05,4.246139034449719e-05,2.4849331974025477e-05,3.596206817686902e-05,1.2143596319343385e-05,2.123134221844355e-05,1.4718437720137907e-05,2.9737512302740554e-05,2.02831130110007e-05,1.419955706167521e-05,3.645748542968606e-05,2.259869107572279e-05,4.842551323796077e-05,4.436437367693747e-05,2.2428516114854416e-05,3.486541128307812e-05,7.714696068786289e-06,2.683949867692463e-05,2.7640806346998293e-05,1.3315342651878031e-05,2.0458625333834457e-05,2.715326548080386e-05,2.4563172299391617e-05,2.556465059749341e-05,1.5926415782426913e-05,1.1249595216751307e-05,2.582163008621537e-05,2.0186332402548144e-05,2.9984133201235486e-05,2.7242429219771383e-05,1.313426364202761e-05,2.685033613120929e-05,2.2220598830285093e-05,3.83142138075036e-05,2.847416510633071e-05,2.939182420310603e-05,1.8805846045683886e-05,2.5672749157558096e-05,1.0049726862088793e-05,3.432401978998088e-05,2.0161958007660247e-05,3.501449805135337e-05,4.453856355498246e-05,3.3579889306034376e-05,3.5727447160987144e-05,3.306055002569914e-05,3.2811066285078597e-05,2.957049494418129e-05,2.1957515134954977e-05,3.4126923840321055e-05,1.1153251528845662e-05,2.062481599689773e-05,2.5493636232705522e-05,5.7176822648966576e-05,1.5185264012112271e-05,3.555290862039649e-05,3.208848606802452e-05,2.8759561606603504e-05,3.947279290229759e-05,1.7445262146904238e-05,1.925127582611432e-05,3.548356162322108e-05,2.864233846230808e-05,2.920146860818616e-05,2.4832758154747528e-05,2.262851365894778e-05,3.115972523877644e-05,1.9594006400240885e-05,2.2411252992415604e-05,2.9937575527460587e-05,1.6739841435618888e-05,1.421456257970156e-05,1.915547161215706e-05,4.0607523984602865e-05,3.804689829428667e-05,2.9701948376123353e-05,3.10851619466178e-05,2.9367833400676166e-05,1.0574631143570226e-05,3.043240905522252e-05,2.0628702581473448e-05,1.842447821788377e-05,3.23287272301976e-05,2.51810019975728e-05,3.220393051001776e-05,3.065343564912223e-05,6.050289368977404e-05,2.865956746541254e-05,4.582482628765522e-05,2.8589275635120868e-05,2.056844295309348e-05,2.5544080583021204e-05,1.640949843459492e-05,2.213118056733802e-05,3.390203483802656e-05,1.7134863475199747e-05,1.7303260663541797e-05,3.149878573587811e-05,2.0709695372545374e-05,2.520261287444968e-05,3.465455748904412e-05,2.0552866874455508e-05,3.151602343060281e-05,3.419619060361756e-05,3.064436253522716e-05,4.7429307393691145e-05,2.9910591825393146e-05,3.329806090189508e-05,1.9042865832785854e-05,3.312392147499709e-05,3.040837582019232e-05,4.2269661724233756e-05,3.1493386716590105e-05,3.4000248828053444e-05,3.150916655467857e-05,1.8163717063947278e-05,2.1661935111510704e-05,3.682848857908386e-05,4.600897691850956e-05,1.5513654204505135e-05,2.2171137887018547e-05,2.9419894819114517e-05,2.3846156186762564e-05,1.9551973819559896e-05,1.0550399034077557e-05,2.3754645017159835e-05,3.860881696718638e-05,3.479676368349813e-05,4.61083533068587e-05,4.292091561787814e-05,2.5058406338339237e-05,3.942376020757453e-05,3.0063209536906896e-05,3.415838144361677e-05,2.826000885511432e-05,3.646178606497928e-05,2.8614351900863308e-05,2.8149586055952466e-05,2.8463233629116848e-05,3.125705763290057e-05,3.515560610481495e-05,2.4849159237659102e-05,2.242929807875756e-05,2.9131030421051663e-05,2.714031469617274e-05,2.781662847717495e-05,3.1681091954542014e-05,3.942336572276938e-05,1.2175309239206632e-05,2.2056640968295567e-05,2.9358042085075184e-05,1.4888327320279829e-05,2.122401059163637e-05,2.4337640918254982e-05,3.052921018508467e-05,2.4285473721241642e-05,2.5015388654287224e-05,3.817444226711075e-05,2.59839917992972e-05,2.6257894539086427e-05,2.8479166805649774e-05,4.344441306734981e-05,4.577159325636524e-05,2.526176036875956e-05,2.7463070197603567e-05,2.9606357900058163e-05,2.234108931613405e-05,1.719267428461545e-05,2.43403371140168e-05,4.109241569766026e-05,3.021455841670907e-05,2.941577876481267e-05,4.28122695724138e-05,2.8673558456232387e-05,2.5811905917444146e-05,2.8078706599927984e-05,2.3600366536087788e-05,1.6069609027046403e-05,2.8399221529371626e-05,2.9580947214583304e-05,9.14744068907705e-06,1.6306860930228366e-05,3.408852846778832e-05,3.620216718974096e-05,2.0051153372673738e-05,2.559945815583115e-05,5.4089345982264766e-05,1.345682045780747e-05,2.4265185184763783e-05,3.484511109654211e-05,1.640337236714952e-05,1.1190653598793155e-05,2.6821654886227732e-05,2.402785381832431e-05,3.5723688112185637e-05,2.492199072439744e-05,1.9502365139686557e-05,2.7943090426300352e-05,3.255190142306104e-05,2.084480330027869e-05,1.851721527386018e-05,1.4490954676972452e-05,3.346555469084629e-05,5.821219884081043e-05,3.748743224142622e-05,2.8860995630052864e-05,3.672829397383494e-05,2.1299697851085472e-05,3.337881102299773e-05,3.617762336659632e-05,3.8832897086888034e-05,2.1867391722267453e-05,3.1865897286709554e-05,3.127745342013803e-05,2.057871977013013e-05,5.362899745899399e-05,2.027357208549044e-05,3.8347159789083404e-05,2.135762093021608e-05,2.3752006997531368e-05,3.256051835704631e-05,5.011753696204047e-05,4.855800877906748e-05,3.24508413070062e-05,1.8192686975835926e-05,2.7861276310496672e-05,2.8767447657818527e-05,2.4417407790566607e-05,2.519904856877459e-05,2.7088255709643576e-05,1.583022194189758e-05,2.8766498652677623e-05,3.1326244733403754e-05,3.2784766114887685e-05,6.097944316042011e-05,1.6243917971707187e-05,1.9109422823852123e-05,3.6274162016299714e-05,3.7837991096651766e-05,4.146088154329689e-05,4.5747160104154666e-05,2.822228119900995e-05,2.5528024822685445e-05,1.578064167070428e-05,3.4324192097993855e-05,5.362579554391816e-05,4.903259808992459e-05,2.901369534811543e-05,3.502653275924674e-05,1.9920874350878712e-05,1.2387808797716335e-05,4.708603906920952e-05,1.7047789557029388e-05,3.421718799057749e-05,1.779855147632164e-05,5.015272578453375e-05,2.7423428799449373e-05,3.1675971673713235e-05,3.789466194914596e-05,3.170093169651945e-05,3.083095562643143e-05,6.563240114267183e-05,3.0379458601395833e-05,1.7829948136976268e-05,5.081930331047659e-05,2.003419323692965e-05,3.467884752571738e-05,3.4021913194023016e-05,2.2689896619507538e-05,6.081950122103775e-05,3.218930176225698e-05,2.3278864275993343e-05,1.2743921947744573e-05,3.363289427181436e-05,3.9257675346673e-05,3.272684433519488e-05,3.884510865258261e-05,3.022338007585351e-05,2.730332043840512e-05,2.332395276585384e-05,1.6197808365660652e-05,2.0201497280955243e-05,1.780781352749582e-05,3.470183441137776e-05,1.7492032309945766e-05,1.950943335749096e-05,3.7892264399987116e-05,3.596238732112093e-05,2.3942390814971353e-05,3.0011795162923917e-05,1.9585335694884467e-05,2.9012694006559828e-05,3.351876834705286e-05,1.5280216510599443e-05,3.440212022246916e-05,3.24157437817989e-05,2.777315757242466e-05,1.790473107812068e-05,3.587177983044346e-05,1.7868140417468708e-05,2.7028660325294172e-05,3.952863398700232e-05,3.089422447508935e-05,3.9485139401687316e-05,4.9204137991588566e-05,5.476003803138692e-05,4.661866359028509e-05,2.2533076084886173e-05,2.7250600661168212e-05,3.248178229341871e-05,3.3884234536432e-05,2.9309599010394987e-05,3.0139314614016226e-05,3.487946488601215e-05,2.2390772635165415e-05,2.894685293552456e-05,3.116064194001209e-05,1.8585889278950875e-05,2.6078983008404287e-05,3.247976246023308e-05,2.4446589223626457e-05,3.185132295899036e-05,3.131190301875602e-05,2.829741879531523e-05,1.1163455922112128e-05,2.8322260587359753e-05,2.6716095289834186e-05,4.254049710541747e-05,1.5441219850684258e-05,2.854886051021515e-05,3.436118681915562e-05,1.9174593418745298e-05,2.6812911385882965e-05,3.405620374814632e-05,3.472434411200552e-05,3.785033159604989e-05,2.312823694982875e-05,3.7953111588338735e-05,6.237774617595553e-05,2.1673545872248557e-05,2.9995741413085026e-05,2.4883165369012333e-05,1.6182353800159192e-05,1.735263249474493e-05,3.346098892058876e-05,3.050005787854396e-05,3.060784641651917e-05,3.629072767564987e-05,5.2884953620991476e-05,3.119222471750039e-05,2.8130183891439348e-05,2.4773063117038585e-05,2.6864033517996625e-05,3.0106999229296016e-05,2.520777820923605e-05,3.84621560653094e-05,3.98711992379775e-05,3.996131773090383e-05,3.9069501527265486e-05,2.0354802403705815e-05,2.6646590378432904e-05,6.119612793249073e-05,1.624243198681268e-05,2.8557369305957612e-05,3.581319921804946e-05,4.2616625326163754e-05,3.630392072559748e-05,3.364484311589326e-05,3.7885470506400145e-05,2.1003156848590795e-05,2.8266890111701126e-05,2.8847269480023708e-05,2.6613307267528947e-05,2.824214898682636e-05,2.729322602526725e-05,4.57203599278691e-05,2.6959549563823194e-05,3.4307793418718274e-05,2.340173475693083e-05,2.7582665991794253e-05,2.6904277130306434e-05,2.6697551989441055e-05,3.4231039063622425e-05,3.165815532386566e-05,2.420157304513101e-05,2.5940846514990645e-05,1.1308166807040112e-05,2.9042184199531466e-05,2.7981329901177023e-05,2.5648172314649968e-05,9.585753598114733e-06,4.71186796039387e-05,1.3519228857311991e-05,2.2562868013105066e-05,2.835001699418677e-05,1.7935149509280787e-05,2.8583261682268032e-05,1.653082534199672e-05,2.0930271923660856e-05,2.9761877141305232e-05,2.2793819540480492e-05,3.5803553705188046e-05,4.385659642863147e-05,1.5598942610450393e-05,2.1914234039449584e-05,3.112913131059617e-05,2.3766964103660298e-05,2.6281454553812052e-05,4.67428039968291e-05,3.273595533955543e-05
